url,type,conflicting_url,is_valid_url,domain,tld,domain_owner,e_count,rank
perfectpeople.net/celebrity-star/6920/gidget-gein.htm,benign,0,1,perfectpeople.net,net,WHOIS Lookup Failed,5,1
media.caltech.edu/press_releases/13186,benign,0,1,media.caltech.edu,edu,WHOIS Lookup Failed,3,1
wikiobits.com/Obits/TonyProudfoot,benign,0,1,wikiobits.com,com,WHOIS Lookup Failed,0,1
vanderbilt.rivals.com/viewcoach.asp?coach=2079&sport=1&year=2011,benign,0,1,vanderbilt.rivals.com,com,WHOIS Lookup Failed,1,1
http://peluqueriadeautor.com/index.php?option=com_virtuemart&page=shop.browse&category_id=31&Itemid=70,defacement,0,1,peluqueriadeautor.com,com,WHOIS Lookup Failed,3,3
movies.yahoo.com/shop?d=hv&cf=info&id=1800340831,benign,0,1,movies.yahoo.com,com,WHOIS Lookup Failed,1,1
cyndislist.com/us/pa/counties,benign,0,1,cyndislist.com,com,Unknown Owner,0,1
http://www.824555.com/app/member/SportOption.php?uid=guest&langx=gb,malware,0,1,www.824555.com,com,"Domains By Proxy, LLC",0,4
http://www.raci.it/component/user/reset.html,defacement,0,1,www.raci.it,it,Unknown Owner,0,3
https://docs.google.com/spreadsheet/viewform?formkey=dGg2Z1lCUHlSdjllTVNRUW50TFIzSkE6MQ,phishing,0,1,docs.google.com,com,Unknown Owner,1,2
psychology.wikia.com/wiki/Phonemes,benign,0,1,psychology.wikia.com,com,Unknown Owner,0,1
info.centriq.com/content/fivereasons,benign,0,1,info.centriq.com,com,"Domains By Proxy, LLC",1,1
articles.baltimoresun.com/1991-06-11/sports/1991162162_1_james-koehler-texas-rangers-terrell-lowery,benign,0,1,articles.baltimoresun.com,com,"Tribune Publishing Company, LLC",2,1
infinitysw.com/,benign,0,1,infinitysw.com,com,Unknown Owner,0,1
strawberrycreekgardens.com/,benign,0,1,strawberrycreekgardens.com,com,WHOIS Lookup Failed,4,1
http://earth-sure.com/industrial-tech/everlast-impact-resistant-dumpster-enclosure,defacement,0,1,earth-sure.com,com,WHOIS Lookup Failed,2,3
spoke.com/dir/p/desantis/nick,benign,0,1,spoke.com,com,WHOIS Lookup Failed,1,1
wordsmith.org/words/pignus.html,benign,0,1,wordsmith.org,org,REDACTED FOR PRIVACY,0,1
http://interpark.com/displaycorner/FreeMarket.do?_method=itemCateList&free1=pc&free2=007001008003&free3=item&disp_no=007001008003,benign,0,1,interpark.com,com,WHOIS Lookup Failed,1,1
http://www.newtec.ac.uk/courses/health-and-social-care/level-2-diploma-in-health-a-social-care-.html,defacement,0,1,www.newtec.ac.uk,ac.uk,Unknown Owner,2,3
http://www.kingsmillshotel.com/spring/mothers-day,defacement,0,1,www.kingsmillshotel.com,com,"Domains By Proxy, LLC",1,3
almanac.logos.com/Denominations,benign,0,1,almanac.logos.com,com,"Domains By Proxy, LLC",0,1
gaming.wikia.com/wiki/Backbreaker_(video_game),benign,0,1,gaming.wikia.com,com,WHOIS Lookup Failed,0,1
ceu.hu/,benign,0,1,ceu.hu,hu,WHOIS Lookup Failed,1,1
registry.weddingchannel.com/coupledir/20108/C/R314763282/JARED_CLOUGH_AND_TAJAI_RITCHIE.htm,benign,0,1,registry.weddingchannel.com,com,WHOIS Lookup Failed,3,1
linkedin.com/pub/george-cleveland/7/80a/599,benign,0,1,linkedin.com,com,WHOIS Lookup Failed,1,1
sunshinemills.com/,benign,0,1,sunshinemills.com,com,WHOIS Lookup Failed,1,1
9873dgkalldkckehgk,,0,0,9873dgkalldkckehgk,,Unknown Owner,1,0
agoda.com/north_america/canada/montreal_qc/attractions/hotels_near_mcgill_university_centre_for_continuing_education.html,benign,0,1,agoda.com,com,WHOIS Lookup Failed,0,1
ctv.ca/generic/WebSpecials/sponsorship_scandal/,benign,0,1,ctv.ca,ca,Unknown Owner,0,1
http://www.approvi.com.br/ck.htm,defacement,0,1,www.approvi.com.br,com.br,WHOIS Lookup Failed,0,3
http://www.shaborooz.ir/index.php?view=article&catid=7:1390-01-27-09-09-55&id=23:1390-04-12-08-07-33&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=2,defacement,0,1,www.shaborooz.ir,ir,WHOIS Lookup Failed,0,3
veoox.com/tags/game.html,benign,0,1,veoox.com,com,WHOIS Lookup Failed,1,1
chuckwalkertrio.blogspot.com/,benign,0,1,chuckwalkertrio.blogspot.com,com,WHOIS Lookup Failed,1,1
aerosolesshoes.org/,benign,0,1,aerosolesshoes.org,org,WHOIS Lookup Failed,3,1
http://www.juventudelirica.com.br/index.html,defacement,0,1,www.juventudelirica.com.br,com.br,WHOIS Lookup Failed,2,3
http://www.myenrg.com/southwest/9-texas,defacement,0,1,www.myenrg.com,com,WHOIS Lookup Failed,1,3
recipelink.com/msgbrd/board_14/2007/DEC/29094.html,benign,0,1,recipelink.com,com,WHOIS Lookup Failed,2,1
http://www.musimagen.com/lista_socios.php?letra=\303%91,defacement,0,1,www.musimagen.com,com,WHOIS Lookup Failed,1,3
ideas.repec.org/f/pma235.html,benign,0,1,ideas.repec.org,org,WHOIS Lookup Failed,3,1
peopleaz.org/firstname/Fowlkes/6,benign,0,1,peopleaz.org,org,WHOIS Lookup Failed,2,1
orensamtraktrip.wordpress.com/,benign,0,1,orensamtraktrip.wordpress.com,com,WHOIS Lookup Failed,2,1
retajconsultancy.com,phishing,0,1,retajconsultancy.com,com,WHOIS Lookup Failed,1,2
alexa.com/whatshot?q=james+arness,benign,0,1,alexa.com,com,WHOIS Lookup Failed,1,1
jpopasia.com/group/arashi/discography/,benign,0,1,jpopasia.com,com,WHOIS Lookup Failed,0,1
kitsapsun.com/photos/2011/feb/25/177999/,benign,0,1,kitsapsun.com,com,WHOIS Lookup Failed,0,1
local.yahoo.com/info-42862457-oakland-international-airport-oakland,benign,0,1,local.yahoo.com,com,WHOIS Lookup Failed,0,1
tripadvisor.com/Restaurant_Review-g680765-d1768647-Reviews-Yacha_Yacha-Miyakojima_Okinawa_Prefecture_Kyushu_Okinawa.html,benign,0,1,tripadvisor.com,com,WHOIS Lookup Failed,0,1
articles.elitefts.com/articles/training-articles/five-great-exercises-for-building-a-dominant-defensive-lineman/,benign,0,1,articles.elitefts.com,com,WHOIS Lookup Failed,3,1
broadwaystars.com/classic/?source=www.playbill.com,benign,0,1,broadwaystars.com,com,WHOIS Lookup Failed,0,1
http://www.pn-wuppertal.de/links/2-linkseite/5-httpwwwkrebshilfede,defacement,0,1,www.pn-wuppertal.de,de,Unknown Owner,2,3
forums.networkinfrastructure.info/motorola-wireless-lan-switches/,benign,0,1,forums.networkinfrastructure.info,info,WHOIS Lookup Failed,2,1
youtube.com/watch?v=mwpoPQ1SPJU,benign,0,1,youtube.com,com,WHOIS Lookup Failed,1,1
mccall-idchamber.org/,benign,0,1,mccall-idchamber.org,org,WHOIS Lookup Failed,1,1
chacha.com/question/who-said-the-quote-%27say-what-you-mean%2C-mean-what-you-say-and-put-a-beat-to-it%27,benign,0,1,chacha.com,com,WHOIS Lookup Failed,0,1
friars.com/sports/m-baskbl/archive/prov-m-baskbl-2003.html,benign,0,1,friars.com,com,WHOIS Lookup Failed,0,1
http://asociacionkaribu.org/index.php/servicios/centro-jambo,defacement,0,1,asociacionkaribu.org,org,WHOIS Lookup Failed,0,3
http://www.martin-busker.de/administrator/help/en-GB/css/Facture/c4d12146ebce8e1684d3542308399779/8fa39dab95edb1b676b638a672278eae/particuliers-45636.php,phishing,0,1,www.martin-busker.de,de,Unknown Owner,2,2
pipl.com/directory/name/Whissell/180,benign,0,1,pipl.com,com,WHOIS Lookup Failed,0,1
spokeo.com/John+Collet,benign,0,1,spokeo.com,com,WHOIS Lookup Failed,1,1
http://www.parafiapiaski.pl/index.php?option=com_user&view=remind,defacement,0,1,www.parafiapiaski.pl,pl,WHOIS Lookup Failed,0,3
http://fanpage.gr/family/gineka/%ce%b1%cf%85%cf%84%ce%bf%ce%af-%ce%b5%ce%af%ce%bd%ce%b1%ce%b9-%ce%bf%ce%b9-13-%cf%89%cf%81%ce%b1%ce%b9%cf%8c%cf%84%ce%b5%cf%81%ce%bf%ce%b9-%ce%ad%ce%bb%ce%bb%ce%b7%ce%bd%ce%b5%cf%82-%ce%b1%ce%bd-2/,benign,0,1,fanpage.gr,gr,WHOIS Lookup Failed,1,1
faqs.org/copyright/handbook-for-the-individual-or-group-culture-free/,benign,0,1,faqs.org,org,WHOIS Lookup Failed,0,1
duckduckgo.com/1/c/Roman_Catholic_cathedrals_in_Canada,benign,0,1,duckduckgo.com,com,WHOIS Lookup Failed,0,1
alexpay2.beget.tech,phishing,0,1,alexpay2.beget.tech,tech,WHOIS Lookup Failed,4,2
http://worldoftanks.ru/ru/content/guide/payments_instruction/mobile-payments-rostelekom-ural-utel/,benign,0,1,worldoftanks.ru,ru,Wargaming.net Limited,0,1
http://www.artedesignsas.it/catalogo.html?page=shop.browse&category_id=14,defacement,0,1,www.artedesignsas.it,it,WHOIS Lookup Failed,2,3
en.wikipedia.org/wiki/Lloyd_Bacon,benign,0,1,en.wikipedia.org,org,WHOIS Lookup Failed,2,1
http://serverfault.com/questions/682832/squid-transparent-https-certificate-error-ssl-error-bad-cert-domain,benign,0,1,serverfault.com,com,WHOIS Lookup Failed,2,1
http://www.viamanaus.com.br/index.php?option=com_wrapper&view=wrapper&Itemid=297,defacement,0,1,www.viamanaus.com.br,com.br,WHOIS Lookup Failed,0,3
ciajfk.com/harold.html,benign,0,1,ciajfk.com,com,Privacy service provided by Withheld for Privacy ehf,0,1
http://www.protect-effect.nl/diensten/62-telefonie,defacement,0,1,www.protect-effect.nl,nl,Unknown Owner,3,3
indyweek.com/artery/archives/2011/10/07/come-back-to-the-1980s-at-the-escapism-film-festival-which-begins-friday,benign,0,1,indyweek.com,com,DATA REDACTED,2,1
linkedin.com/pub/charles-gariepy/2/642/28,benign,0,1,linkedin.com,com,WHOIS Lookup Failed,1,1
http://www.gst-ukraine.com.ua/ukraine/tours/2754-arboretum-alexandria-sofiyivka,defacement,0,1,www.gst-ukraine.com.ua,com.ua,Unknown Owner,1,3
facebook.unitedcolleges.net,phishing,0,1,facebook.unitedcolleges.net,net,WHOIS Lookup Failed,5,2
http://www.bimabn.com/1-configurazione-supporto-apple.store-contatta/c/Apple-id/3d465e25b47e6bc23ae55f5de40e1bb1/,phishing,0,1,www.bimabn.com,com,WHOIS Lookup Failed,0,2
eyeappealoptometry.com/,benign,0,1,eyeappealoptometry.com,com,Unknown Owner,4,1
brophygen.com/,benign,0,1,brophygen.com,com,Unknown Owner,1,1
icehockey.wikia.com/wiki/Dan_Blackburn,benign,0,1,icehockey.wikia.com,com,Unknown Owner,2,1
gurufocus.com/news/116068/who-is-the-warren-buffett-of-canada-prem-watsa-of-fairfax-financial-ffh-or-paul-desmarais-of-power-corporation-of-canada-pow,benign,0,1,gurufocus.com,com,Unknown Owner,0,1
http://www.bg-ricevimenti.it/index.php/location/osteria-del-molo.html?fontstyle=f-smaller,defacement,0,1,www.bg-ricevimenti.it,it,Unknown Owner,2,3
stewstew.com/,benign,0,1,stewstew.com,com,HugeDomains.com,2,1
livingharvest.com/products/ice-cream-bars,benign,0,1,livingharvest.com,com,WHOIS Lookup Failed,1,1
http://icicibank.com/Personal-Banking/offers/offer-detail.page?id=offer-readers-digest-magazine-offer-20150202203953555,benign,0,1,icicibank.com,com,Unknown Owner,0,1
http://9779.info/%E5%84%BF%E7%AB%A5%E7%AB%8B%E4%BD%93%E7%BA%B8%E8%B4%B4%E7%94%BB/,malware,0,1,9779.info,info,WHOIS Lookup Failed,0,4
bleacherreport.com/articles/300242-doug-harvey-one-of-the-best-ever-to-play-the-game,benign,0,1,bleacherreport.com,com,"The Bleacher Report, Inc.",3,1
htp://youtube.com/watch?v=6Ar7sf6aU_M&list=PLMSYnjOjlErdyy83UXCykRV0-dXAMtFW-,benign,0,1,youtube.com,com,WHOIS Lookup Failed,1,1
http://www.boeuf-soufflenheim.com/de.feed?type=rss,defacement,0,1,www.boeuf-soufflenheim.com,com,WHOIS Lookup Failed,3,3
artfacts.net/it/istituzion/ms--muzeum-sztuki-lodz-2724/visione-generale.html,benign,0,1,artfacts.net,net,WHOIS Lookup Failed,1,1
parsippanysoccerclub.org/,benign,0,1,parsippanysoccerclub.org,org,WHOIS Lookup Failed,1,1
international.uiowa.edu/services/language/allnet/resources/languages/turkish.asp,benign,0,1,international.uiowa.edu,edu,WHOIS Lookup Failed,2,1
btscene.eu/verified-search/torrent/franco+piersanti/,benign,0,1,btscene.eu,eu,WHOIS Lookup Failed,3,1
signature-editions.com/,benign,0,1,signature-editions.com,com,WHOIS Lookup Failed,2,1
en.wikipedia.org/wiki/Blessed_by_a_Broken_Heart,benign,0,1,en.wikipedia.org,org,WHOIS Lookup Failed,2,1
http://www.trenker-bestattungen.de/index.php?option=com_content&view=article&id=13&Itemid=14,defacement,0,1,www.trenker-bestattungen.de,de,Unknown Owner,5,3
national.ca/Bold-Thinking/NATIONAL-Publications.aspx,benign,0,1,national.ca,ca,Unknown Owner,0,1
halkbankparaf-para.com,phishing,0,1,halkbankparaf-para.com,com,WHOIS Lookup Failed,0,2
http://motthegioi.vn/the-gioi-cuoi/clip-dai-gia-mac-ca-voi-co-ban-banh-my-185682.html,benign,0,1,motthegioi.vn,vn,WHOIS Lookup Failed,1,1
metroactive.com/papers/metro/01.29.98/idiotflesh-9804.html,benign,0,1,metroactive.com,com,WHOIS Lookup Failed,2,1
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%A2%E3%83%8B%E3%83%A1%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FwjfL4fhPp1lPxTZb+%E3%82%A2%E3%83%AA%E3%82%B5%E5%86%8D%E3%81%B3%EF%BC%81%E3%82%A8%E3%83%AD%E3%82%A2%E3%83%8B%E3%83%A1+%23ero+%23douga+%23agesage,benign,0,1,twitter.com,com,WHOIS Lookup Failed,1,1
http://correios.com.br/para-sua-empresa/comunicacao/certificados-digitais/ajuda-interativa/informacoes-sobre-a-baixa-dos-certificados-a1,benign,0,1,correios.com.br,com.br,WHOIS Lookup Failed,1,1
http://olx.ro/i2/electronice-si-electrocasnice/electrocasnice/masini-de-cusut/gtm.start,benign,0,1,olx.ro,ro,WHOIS Lookup Failed,0,1
http://www.aba-diagnostic.com/espace-prive/reset.html,defacement,0,1,www.aba-diagnostic.com,com,WHOIS Lookup Failed,0,3
msn.foxsports.com/nhl/player/yann-sauve/720461,benign,0,1,msn.foxsports.com,com,WHOIS Lookup Failed,0,1
hallmark.businessgreetings.com/,benign,0,1,hallmark.businessgreetings.com,com,WHOIS Lookup Failed,3,1
musicstack.com/records-cds/toni+tony+tone,benign,0,1,musicstack.com,com,WHOIS Lookup Failed,0,1
nudecelebsnow.com/tags/1/victoria+justus.htm,benign,0,1,nudecelebsnow.com,com,WHOIS Lookup Failed,3,1
http://www.paoarapanui.cl/index.php?option=com_contact&view=contact&id=1&Itemid=6,defacement,0,1,www.paoarapanui.cl,cl,Unknown Owner,0,3
worldwrestlinginsanity.com/am2/publish/ringofhonorlive/roh_sinclair_tv2.shtml,benign,0,1,worldwrestlinginsanity.com,com,WHOIS Lookup Failed,1,1
http://www.designeremdoces.com/components/com_contact/ggdrives/,phishing,0,1,www.designeremdoces.com,com,WHOIS Lookup Failed,4,2
http://slashdot.org/submission/2916707/facebook-to-include-profile-photos-in-its-facial-recognition-database,benign,0,1,slashdot.org,org,WHOIS Lookup Failed,0,1
facebook.com/people/Yui-Takeshita/100001611015714,benign,0,1,facebook.com,com,WHOIS Lookup Failed,1,1
sportsposterwarehouse.com/items_388__grandprixclassicscoll.html,benign,0,1,sportsposterwarehouse.com,com,WHOIS Lookup Failed,3,1
padmapper.com/search/apartments/Quebec/Montreal-est/,benign,0,1,padmapper.com,com,WHOIS Lookup Failed,1,1
mrskin.com/christina-ricci-nude-c868.html,benign,0,1,mrskin.com,com,WHOIS Lookup Failed,0,1
lip-service.com/webzine/tag/post-apocalyptic-fashion/,benign,0,1,lip-service.com,com,WHOIS Lookup Failed,2,1
http://www.tiendagnulinux.com.ar/calcomanias-en-vinilo?page=shop.browse&category_id=52,defacement,0,1,www.tiendagnulinux.com.ar,com.ar,WHOIS Lookup Failed,1,3
http://chelurao.ru/index.php?option=com_content&view=article&id=9&Itemid=10&lang=ru,defacement,0,1,chelurao.ru,ru,Unknown Owner,1,3
linkedin.com/pub/dir/elizabeth/scarborough,benign,0,1,linkedin.com,com,WHOIS Lookup Failed,1,1
cqgcr.ca/ang/producer01.php,benign,0,1,cqgcr.ca,ca,Unknown Owner,0,1
huffingtonpost.com/2011/10/24/south-carolina-primary-case_n_1029599.html,benign,0,1,huffingtonpost.com,com,WHOIS Lookup Failed,0,1
http://qz.com/403774/quartz-daily-brief-japanese-military-verizon-aol-sporty-branson-saucy-swedes/,benign,0,1,qz.com,com,WHOIS Lookup Failed,0,1
select.nytimes.com/gst/abstract.html?res=F70814F93B581A7A93CBA9178BD95F4C8385F9,benign,0,1,select.nytimes.com,com,WHOIS Lookup Failed,3,1
startrekcostumes.net/,benign,0,1,startrekcostumes.net,net,WHOIS Lookup Failed,3,1
en.wikipedia.org/wiki/Neil_Curtis,benign,0,1,en.wikipedia.org,org,WHOIS Lookup Failed,2,1
music.carowinds.com/,benign,0,1,music.carowinds.com,com,WHOIS Lookup Failed,0,1
http://9779.info/%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,malware,0,1,9779.info,info,WHOIS Lookup Failed,0,4
newjersey.craigslist.org/,benign,0,1,newjersey.craigslist.org,org,WHOIS Lookup Failed,3,1
roverslands.net,phishing,0,1,roverslands.net,net,WHOIS Lookup Failed,2,2
familypedia.wikia.com/wiki/Joseph_Philippe_Roi_de_Villere_%281727-1769%29,benign,0,1,familypedia.wikia.com,com,WHOIS Lookup Failed,1,1
http://mylust.com/videos/232790/hentai-slut-with-big-juicy-tits-gets-fucked-doggy-style/,benign,0,1,mylust.com,com,WHOIS Lookup Failed,0,1
acronymfinder.com/John-Burroughs-High-school-(Burbank%2c-CA)-(JBHS).html,benign,0,1,acronymfinder.com,com,WHOIS Lookup Failed,1,1
http://www.familienbund.org/index.php?option=com_content&view=article&id=291:stellungnahme-des-familienbundes-der-katholiken-zum-referentenentwurf-eines-gesetzes-zur-erweiterung-der-grosselternzeit-&catid=5:stellungnahmen&Itemid=8,defacement,0,1,www.familienbund.org,org,WHOIS Lookup Failed,1,3
http://www.vanoorschotkranen.nl/hoogwerker/hoogwerkers.pdf,defacement,0,1,www.vanoorschotkranen.nl,nl,Unknown Owner,1,3
youtube.com/watch?v=K_-bsYE-y08,benign,0,1,youtube.com,com,WHOIS Lookup Failed,1,1
myspace.com/jking909,benign,0,1,myspace.com,com,WHOIS Lookup Failed,1,1
http://www.academiedumeuble.ca/index.php?option=com_seminar&task=3&cid=516&sem_midx=0&sem_jidx=0&Itemid=69,defacement,0,1,www.academiedumeuble.ca,ca,Unknown Owner,4,3
corporacionrossenditotours.com,phishing,0,1,corporacionrossenditotours.com,com,WHOIS Lookup Failed,1,2
http://maslen.sk/index.php?option=com_contact&view=contact&id=37:iados-o-obchodnu-spolupracu&catid=29:dopytformular&Itemid=5,defacement,0,1,maslen.sk,sk,Unknown Owner,1,3
http://www.clinicatecma.es/index.php/densiometria,defacement,0,1,www.clinicatecma.es,es,Unknown Owner,2,3
movies.msn.com/celebrities/celebrity/george-'gabby'-hayes/,benign,0,1,movies.msn.com,com,Microsoft Corporation,1,1
idlebrain.com/news/functions/engagement-brahmini.html,benign,0,1,idlebrain.com,com,Idlebrain.com,1,1
vh1.com/video/that-metal-show/full-episodes/carmine-appice-dave-meniketti/1663564/playlist.jhtml,benign,0,1,vh1.com,com,Unknown Owner,0,1
archiver.rootsweb.ancestry.com/th/read/GEN-OBIT/2007-04/1176208149,benign,0,1,archiver.rootsweb.ancestry.com,com,WHOIS Lookup Failed,3,1
perezhilton.com/category/william-shatner/,benign,0,1,perezhilton.com,com,WHOIS Lookup Failed,2,1
fsnaindia.com/,benign,0,1,fsnaindia.com,com,WHOIS Lookup Failed,0,1
actionjaxon666.wordpress.com/2011/02/24/new-macbook-pros-secretly-16gb-capable/,benign,0,1,actionjaxon666.wordpress.com,com,WHOIS Lookup Failed,1,1
en.wikipedia.org/wiki/Kenji_Nojima,benign,0,1,en.wikipedia.org,org,WHOIS Lookup Failed,2,1
alaskajewelry.com/colored-stone-tanzanite-rings-c-21_72_91.html?=&infoBox=0,benign,0,1,alaskajewelry.com,com,WHOIS Lookup Failed,2,1
greenparty.ca/campaign/24048,benign,0,1,greenparty.ca,ca,Unknown Owner,2,1
http://mic.com/articles/117758/mtv-just-gave-these-artists-a-huge-platform-to-bring-attention-to-indigenous-rights,benign,0,1,mic.com,com,WHOIS Lookup Failed,0,1
randomhouse.com/book/84548/tapestry-of-spies-by-stephen-hunter,benign,0,1,randomhouse.com,com,WHOIS Lookup Failed,1,1
argentinawarez.com/musica-mp3-gratis/65991-ost-boat-rocked-soundtrack-2cd-2009-a.html,benign,0,1,argentinawarez.com,com,WHOIS Lookup Failed,2,1
192.com/atoz/people/gerrard/steven/,benign,0,1,192.com,com,"Domains By Proxy, LLC",0,1
users6.nofeehost.com/aldenh/493.html,benign,0,1,users6.nofeehost.com,com,WHOIS Lookup Failed,3,1
facebook.com/opalhilldrive,benign,0,1,facebook.com,com,WHOIS Lookup Failed,1,1
scottss.com/,benign,0,1,scottss.com,com,WHOIS Lookup Failed,0,1
http://drive-google-com.fanalav.com/6a7ec96d6a4b8b887e9f9ace81b40a99/,phishing,0,1,drive-google-com.fanalav.com,com,WHOIS Lookup Failed,2,2
manta.com/ic/mt6fkz0/ca/residence-sault-au-recollet,benign,0,1,manta.com,com,WHOIS Lookup Failed,0,1
http://www.perthshire-caravans.co.uk/stock-list/caravans/706-elddis-odyssey-540,defacement,0,1,www.perthshire-caravans.co.uk,co.uk,WHOIS Lookup Failed,2,3
forum.exscn.net/archive/index.php/t-10778.html?pda=1,benign,0,1,forum.exscn.net,net,Unknown Owner,2,1
superpages.com/bp/Kansas-City-KS/Kansas-City-Terminal-Railway-L2170949422.htm,benign,0,1,superpages.com,com,SuperMedia LLC,2,1
maxlapointe.com/?p=141,benign,0,1,maxlapointe.com,com,WHOIS Lookup Failed,1,1
http://rendeck.com/index.php/nl/vacatures/table/9/0/index.html?resetfilters=0,defacement,0,1,rendeck.com,com,Oluwasanmi OLAJIDE,2,3
ca.ratemyteachers.com/louise-trichet/106184-s,benign,0,1,ca.ratemyteachers.com,com,Unknown Owner,3,1
cardomain.com/ride/2424103/2006-pontiac-gto,benign,0,1,cardomain.com,com,Unknown Owner,0,1
apps.facebook.com/ilike/artist/Les+Respectables,benign,0,1,apps.facebook.com,com,WHOIS Lookup Failed,1,1
cbssports.com/nba/players/playerpage/20626/paul-pierce,benign,0,1,cbssports.com,com,WHOIS Lookup Failed,0,1
detkreimeier-fotografie.de,phishing,0,1,detkreimeier-fotografie.de,de,Unknown Owner,6,2
http://listovka.info/xmap.html,defacement,0,1,listovka.info,info,WHOIS Lookup Failed,0,3
home.comcast.net/~jcage89/350z/navbox/index.htm,benign,0,1,home.comcast.net,net,WHOIS Lookup Failed,2,1
margaritawill.com/hotdogs/,benign,0,1,margaritawill.com,com,WHOIS Lookup Failed,0,1
